acc_name,create_at,full_text,retweet_count,fav_count,follower_count
Slot888Covidth,2020-05-18 14:42:24,"โชว์หลุด หน้าเหมือนดาราดัง รีบดูก่อนโดนลบ

️ทางเข้า 
 แอดเลย LINE : @Slot888covid

#covid #covid19 #918kiss #joker123 #ACE333​ ​#scr888 #slotciti #king99 #sexybaccarat #SlotXO #StarVagus #Live22 #lsm99 #Goldclubslot #gclubslot #king99​ #sclub​ #ufabet ",39,63,6809
kukikuki45,2020-05-18 14:41:13," เลขที่พัสดุประจำวันที่ 18/5/2020 (รอบ2)

#หน้ากากอนามัย เช็คดีๆ ก่อนโอนเงิน
เลือกร้านที่มีปลายทางดีที่สุด‼️
.
เช็คคนโกงคลิ๊ก &gt;&gt; 
#รีวิวkukikukishop
#โควิด19 #Covid_19
#หน้ากากอนามัยพร้อมส่ง
#หน้ากากอนามัยเก็บเงินปลายทาง ",0,2,118
e29kvs,2020-05-18 14:39:41,"แผน COVID 500 เบี้ยประกันภัย 500/ปี  
Asia 500 สมัครออนไลน์เอง ง่ายสุดๆ #โควิด19 #ปลดล็อค
",0,0,234
Dominoboy1,2020-05-18 14:36:06,"บันทึกไว้ว่า วันนี้มีการทดลองการเรียนการสอนออนไลน์  ช่วง covid-19 in Thailand
#WANNABE  #เรียนออนไลน์",0,1,22
PPKKPP00K,2020-05-18 14:34:26,"ตอนนี้ #มูลนิธิอนุรักษ์ช้างและสิ่งแวดล้อม มีผลกระทบอย่างหนัก จาก Covid-19 ทำให้ ไม่มีรายได้ แต่ทุกคนสามารถช่วยบริจาคได้ที่บัญชี กสิกร ถนนช้างคลาน เชียงใหม่ เลขที่ 407-2-33888- 5  ชื่อบัญชี มูลนิธิอนุรักษ์ช้างและสิ่งแวดล้อม 
",0,0,36
no16259622,2020-05-18 14:30:30,ทำbullets plans after covidไว้จะได้ทำไรบ้างแล้วก็ตอนไหนก็ไม่รู้,0,0,18
KI36bsxg8ozf6bg,2020-05-18 14:29:27,"@ThaiPBS หยุดเพื่อความปลอดภัย ในการแพร่ระบาดเชื้อ Covid-19 นะครับชาวไทย
#ทีมประเทศไทย",0,0,23
thinkaboutmee,2020-05-18 14:28:05,"• สายเดี่ยวครอป •
เตงงงงง มันสุดจาน่ารักกก ต้องมีบอกเยย

‼️140บาทก็พอฮะคนกันเองง‼️

มีสีม่วง ฟ้า ขาว ดำ

ปิดพรี25/5

#Covid_19 #TikTok #JUNGKOOK #ตลาดนัดEXO #เสื้อผ้าแฟชั่น #ไว้รีวิวห้ามขายของโว้ยยย #callherdaddy #재현아사랑해 #ตลาดนัดblackpink #ฉันจะขาว #ทีมบูรพา #ทีมมธ ",0,3,232
thinkaboutmee,2020-05-18 14:25:21,"• เสื้อสายเดี่ยว •
ตัวนี้ลอตแรกลูกค้าสั่งกันเข้ามาเยอะมากเลยค่า เค้าเลยมาเปิดให้อีกรอบนุงง

‼️140บาทเลยจ้าา ถูกๆๆ‼️

มีสีเหลือง ขาว เขียว ดำ เบจ ฟ้า

ปิดพรี25/5

#Covid_19 #Amphan #JUNGKOOK #ตลาดนัดรวว #ตลาดนัดblackpink #ทีมเมียสารวัตร #ตลาดนัดอากาเซ่ #ทีมบูรพา #ทีมบางมด ",1,1,232
Slot888Covidth,2020-05-18 14:25:00,"พายุกระหน่ำ เย็นวันนี้ ดูกันชัดๆเลยค่ะ น่ากลัวมาก

️ทางเข้า 
 แอดเลย LINE : @Slot888covid

#covid #covid19 #918kiss #joker123 #ACE333​ ​#scr888 #slotciti #king99 #sexybaccarat #SlotXO #StarVagus #Live22 #lsm99 #Goldclubslot #gclubslot #king99​ #sclub ",14,25,6809
BENNY_AT,2020-05-18 14:21:07,@atchiiatchiii @pygmy8318 คนแน่นแบบได้ covid กลับมาอ่ะ,0,0,54
thereportersth,2020-05-18 14:12:53,"COVID-19: แอปพลิเคชัน อสม. ออนไลน์ ช่วย อสม. ให้สามารถเฝ้าระวังกลุ่มเสี่ยง คัดกรอง และติดตามกลุ่มเสี่ยงโควิด-19 ได้แบบเรียลไทม์ 


#TheReporters #AIS #กระทรวงสาธารณสุข #อสม #นักรบเสื้อเทา #อสม ",4,4,8887
SPOTRIGHTNEWS,2020-05-18 14:12:03,"กองทัพเรือ จัดเครื่องบิน ส่งคุณ ""รุ่ง""  รัชนีกร ถิรตันตยาภรณ์ พยาบาลวิชาชีพรพ.ถลาง จ.ภูเก็ต ทำงานอย่างหนัก สู้กับการเเพร่ระบาดของเชื้อไวรัส COVID ในพื้นที่ร่างกายพักผ่อนไม่เพียงพอ เเละเกิดอาการเส้นเลือดในสมองเเตก ส่งรักษาต่อกรุงเทพฯ ___

#saveคุณรุ่งรัชนีกร #ข่าวทั่วไทย ",1,0,214
armorpy,2020-05-18 14:11:34,"ถ้าหมด COVID แล้วได้เดินทาง ตปท ลิสต์เครื่องบินที่อยากนั่งแรกๆ
1. A380 ที่หลายสายเริ่มปลดประจำการแล้ว แต่เอาจริง ขอกรูนั่งก่อน
2. B787-10 ชอบความใหม่ หน้าต่างที่ปรับระดับได้
3. A350-900",0,3,355
numnum86520329,2020-05-18 14:09:57,เผยไทยป่วย โควิด 19 เพิ่ม 3 ราย พบประวัติสัมผัสผู้ป่วย ลุยตรวจเข้มคนใกล้ชิด ,0,1,196
vetprincess,2020-05-18 13:59:51,@WilaPugkhom อ้นนั้นคือโชคร้าย โชคดีคือ ไม่ติดและไม่ตายจากcovid,0,0,540
miwservices_th,2020-05-18 13:54:02,แนะนำวิธีตรวจสอบสิทธิ์ เงินเยียวยาเกษตรกร เช็คสถานะ ได้รับเงินวันไหน ,0,0,8
Thitii_Aun,2020-05-18 13:52:41,@jomquan การที่เด็กต่างจังหวัดรวมตัวกันตามศาลาหมู่บ้านเพื่อเรียนออนไลน์  ลดการติดเชื้อ covid ได้ดีกว่าเรียนในโรงเรียนหรอ?  #เรียนออนไลน์,0,0,159
dMeGeBr,2020-05-18 13:49:31,"อาเมน covid 555555555 เทอทำไร2พี่น้องไม่ได้หรอกย่ะ 
#มันส์เผือกxnongMEWpiGULF ",5,0,109
nakornnont,2020-05-18 13:47:09,"Official Account “ไทยชนะ” ของจริง‼️
เพื่อเพิ่มช่องทางการรับรู้ข่าวสาร
การเผยแพร่การระบาดของโรค COVID-19
 สอบถามข้อมูลได้ที่สายด่วน 1119

#ศูนย์บริหารสถานการณ์โควิด19
#ศูนย์ข้อมูลCOVID19
#อยู่บ้านหยุดเชื้อเพื่อชาติ
#NewNormalชีวิตวิถีใหม่ ",0,1,102
SEEDBOO51022005,2020-05-18 13:46:04,"#Live ""Change to Shine ปรับแล้วรอด เปลี่ยนแล้วรุ่ง : Re Skill / Up Skill ให้ทันหลัง COVID-19""
เวลา 16.00 น. วันนี้ ...ช่วง inspired talk มาร่วมพูดคุยกับ คุณหนุ่ย - พงศ์สุข หิรัญพฤกษ์ CEO บริษัท โชว์ไร้ขีด จำกัด และพิธีกร ""แบไต๋ไฮเทค""
ติดตามข่าวสารได้ที่ ",0,2,26
pimthaidaily,2020-05-18 13:37:52,กรมคุมประพฤติเปิด“ตู้ปันสุข” เพื่อช่วยเหลือและแบ่งปัน ผู้ที่ได้รับผลกระทบจากสถานการณ์ COVID-19 ,0,0,48
Thitii_Aun,2020-05-18 13:36:47,แล้วถามว่าเด็กพวกนี้มีความเสี่ยงต่อ covid ไหมตอบได้เลยว่าไม่ บ้านอยู่ชนบท ไม่ได้เดินทางไปไหนเลย ทำไมไม่ผ่อนปรนให้กับเด็กกลุ่มชนบทกลุ่มนี้ มันยากมากเลยนะวันนี้คือจริงๆเห็นเด็กมารวมกลุ่มกันที่ศาลากลางหมู่บ้านเพื่อเรียนออนไลน์ ทั้งๆที่รร.มีกันแค่30คน แล้วรวมกันเป็นชั้นเรียนรวมกัน,0,0,159
techoffside,2020-05-18 13:36:41,“AIS ร่วมกับ สธ. อสม. นักรบเสื้อเทา เสริมแกร่ง แอป “อสม. ออนไลน” คัดกรองและติดตามโควิด-19” ,1,0,1681
_dailyPP,2020-05-18 13:35:10,ถ้าจะมาแค่นี้กูออกแบบ artwork กันเองก็ได้ หรือมันมีนัยยะอะไรวะ VI = 6 นิ VID นี่คือไร COVID? มันหมายถึง 6 คน AB6IX+รวมกู จะโลดแล่นในช่วงโควิดก็บ่ย่านงี้ป่ะ ปังจัดเลยนะถ้างั้น 555555555 #VIVID ,3,1,1138
mystartwinkle,2020-05-18 13:34:58,@jaedojongjalern เรื่องโดยองมีคนปล่อยเฟคนิวว่าคบกับผญอายุ40ค่ะ ส่วนแจฮยอนโดนโจมตีเรื่องเกี่ยวกับcovid-19 ประมาณว่าไปเที่ยวสถานที่ที่มีการแพร่เชื้อ(แต่แจฮยอนไปก่อนหน้านั้นนานแล้ว) ดิสแพทเลยเอาข่าวมาเล่นค่ะ น่าจะกลบข่าวคนใหญ่คนโตที่เกาหลีด้วย,75,12,1474
diwindustrial,2020-05-18 13:31:21,"กรมโรงงานอุตสาหกรรม(กรอ.) ให้บริการนำเข้า ส่งออกของเสียเคมีวัตถุ การขออนุมญาตนำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วออกนอกโรงงาน แก่ผู้ประกอบกิจการ ผ่านช่องทาง Online ตามนโยบายเว้นระยะห่างทางสังคม เพื่อป้องกันการระบาด COVID-19

#อยู่บ้านหยุดเชื้อเพื่อชาติ
ด้วยห่วงใยจากกรอ. ",1,0,456
mxphone,2020-05-18 13:31:17,ดูให้เห็นกับตา Vivo V19 สมาร์ทโฟนกล้องเด่น แรงสวนกระแส COVID-19 ,0,2,9232
semi_got7only,2020-05-18 13:31:13,"หน้ากากอนามัย Unicharm 3D 
Size L แพคนึงมี 4 ชิ้น 
ราคา 100 บาท 
ค่าส่ง  30/50 สนใจ dm เลยจร้า

#GOT7 #COVID__19 #Covid_19 #พร้อมส่ง #หน้ากากอนามัยพร้อมส่ง #หน้ากากอนามัย #โควิด19 #ตลาดนัดอากาเซ่ #ตลาดนัดอซท #ตลาดนุช #ตลาดนัดWIND #BamBam #MarkBam #ตลาดนัดblackpink ",0,0,439
_BTSXBLACKPINK_,2020-05-18 13:31:09,กอดๆ อย่าคิดมากน่ะ ไม่เป็นก็โชคดีแล้ว รักมกและเป็นห่วงเรื่อง Covid-19 มากกว่า ตอนนี้ไม่มีอะไรต้องหาวงมี่ก็สบายใจแล้ว ไม่คิดมากน่ะค่ะ รักๆๆๆ ,0,0,559
JamesBa67415453,2020-05-18 13:28:54,"555 เหตุจากการสืบโรคCovid-19
หลายคน คงภาวนาอย่าให้เป็นโควิด-19
ไม่งั้นนความแตก ",0,0,31
tio55120,2020-05-18 13:28:45,@phuboatanibon แต่สำหรับผมเรียนออนไลน์ก็ถือเป็นแนวทางในการเป็นปัญหาในช่วงCOVID 19 ระบาด แต่ก็คงได้แค่ชั่วคราว,0,1,11
jusminjung,2020-05-18 13:27:10,บั้มชื่อ VIVID เพลงไตเติ้ล ชื่อ COVID 55555555555,0,0,400
Pear32351882,2020-05-18 13:26:08,"#ไซด์ไลน์นครสวรรค์ 
#รับงานนครสวรรค์
#หาคู่นอนนครสวรรค์
สนใจแอดไล 🆔amy678910

รับงานตัวเมืองนครสวรรค์
หญิงแท้100%ตรงปกบริการดี
1500/1ชม./1น้ำ(ไม่รวมห้อง)​
จ่ายเงินหน้างาน(เงินสด,โอน)
บริการรับส่งถึงที่พัก
️04.00-22.00น.save covid-19มีน้องมาใหม่ค่ะ ",0,1,35
CoFactCoForm,2020-05-18 13:25:23,"CofactDailyReport☑️ข่าวจริง
จริงหรือไม่? ไม่มีมือถือสามารถลงทะเบียน #ไทยชนะ ได้

จริง☑️
เพราะ ผู้ไม่มีโทรศัพท์สแกนQR code ยังแจ้งชื่อ/ที่อยู่/โทรแก่ร้านค้าเพื่อสะดวกต่อการแจ้งข้อมูลหากติดเชื้อหรือใช้บริการเวลาเดียวกับที่มีผู้ติดเชื้อไวรัส COVID-19
อ่านต่อ ",2,1,217
aqui94,2020-05-18 13:24:31,วิกฤตการณ์ Covid จะทําให้คนชะลอหรือลังเลเรื่องการมีลูกไหม ,0,0,423
HalalScienceCM,2020-05-18 13:23:12,"สำนักงานคณะกรรมการอิสลามประจำจังหวัดเชียงใหม่ ร่วมกับศูนย์วิทยาศาสตร์ฮาลาล จุฬาลงกรณ์มหาวิทยาลัย สำนักงานเชียงใหม่ ลงพื้นที่ตรวจฮาลาล โดยจัดระเบียบมาตรการป้องกัน Covid-19 และSocial Distancing อย่างเคร่งครัด

#HSCCM #ตรวจฮาลาล #Covid19

อ่านต่อ&gt;&gt; ",1,1,31
CoFactCoForm,2020-05-18 13:21:18,"CofactDailyReport☑️ข่าวจริง
จริงหรือไม่? #แบงค์ชาติ เปิดเว็บ BOT #COVID19 ช่วยปชช./ผปก.เข้าถึงข้อมูลมาตรการช่วยเหลือการเงิน

จริง☑️
เพราะ #ธนาคารแห่งประเทศไทย เปิดตัวเว็บไซต์ BOT COVID-19 อำนวยความสะดวกถึงข้อมูลมาตรการช่วยเหลือทางการเงินเร็วขึ้น

อ่านต่อ",2,1,217
Titaya56105540,2020-05-18 13:20:48,"Covid มันแพร่ไปไกลกว่าที่คิด แต่แค่เธอยิ้มมาเพียงนิด พิษก็แพร่ไปทั้งหัวใจพี่แล้วค่าบ 
#Cooper_Patpasit 
#แพรวซัพพอร์ต
#myengineerมีช็อปมีเกียร์มีเมียรึยังวะ ",3,0,195
CJ_Princess,2020-05-18 13:18:06,"เอาจริง..??? ตรรกะมาแบบนี้.. 

สธ. จ่อผ่อนปรนเตรียมแผนให้ ร้านนวดแผนไทย เปิดบริการได้ แต่ให้เน้น นวดช่วงล่าง ",0,0,163
thaitechfeed,2020-05-18 13:11:32,ดูให้เห็นกับตา Vivo V19 สมาร์ทโฟนกล้องเด่น แรงสวนกระแส COVID-19 ,0,0,9319
Nainoizjamjungk,2020-05-18 13:11:23,นิยามของคำว่า “หมดcovid” ของแต่ละคนไม่เท่ากัน,0,0,192
VinittornTwit,2020-05-18 13:08:28,116 ประเทศหนุน ออสเตรเลีย ยุโรปและพันธมิตร ใช้ทีมสืบสวนอิสระ หาต้นตอ COVID-19 ,0,0,209
31102551,2020-05-18 13:06:58,"ดูข่าว สี จิ้นผิง เลขาธิการพรรคคอมมิวนิสต์จีน บอก ถ้าวัคซีน COVID-19 จีนผลิตคิดค้นได้ จะถูกเผยแพร่สู่สาธารณะ คนทั่วโลกจะมีสิทธิ์เข้าถึง 
พร้อมยืนยันจีนจัดการโควิดอย่างโปร่งใส พร้อมให้ตรวจสอบหลังหยุดระบาด!!
 (AFP) ",8,17,1838
GreatGDA,2020-05-18 13:02:12,Covid ทำให้คนราศีเมษ เหงา ,0,0,5415
jambool_D,2020-05-18 12:57:36,Covid ทำให้เป็นมือโปร shopping online เลยจ้า ว่าแต่ Uniqlo ไม่จัดโปรบ้างเลย รอเสื้อในลดราคามา 2 เดือนแล้วนะ,0,0,27
motorwars,2020-05-18 12:56:43,"ที่ฝรั่งเศส พอให้โรงเรียนกลับมาเปิดเรียนใหม่ ก็พบว่าจากนั้นเพียง 1 สัปดาห์มีราว 70 รายที่เชื่อมโยงกับโรงเรียน ได้ป่วยด้วยโรค #COVID19 #โควิด19 #ไวรัสโคโรนา #coronavirus

สื่อของฝรั่งเศสรายงานว่ามีโรงเรียน 7 แห่งทางตอนเหนือของฝรั่งเศสถูกปิด

",9,15,7943
snowwhite_iris,2020-05-18 12:56:13,ต้นสังกัด 4 ไอดอล 97 ไลน์ ออกมาขอโทษพร้อมยืนยันการไปย่านอิแทวอน ก่อนเกิดเหตุ COVID-19 ระบาด ,0,1,1773
SailorNinkFans,2020-05-18 12:56:04,"[Nink post]
อิสระเต็มตัวแล้ว มุ่งทำงานที่เรารักกก 
สู้Covid-19 


#SailorNink #SailorNinkGamer ",6,9,2399
phongsakp35,2020-05-18 12:51:47,"สถานการณ์ โรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) ทั่วโลก
ณ วันที่ 18 พฤษภาคม 2563 เวลา 10.00 น.
ยอดผู้ติดเชื้อรวม 4,801,875 ราย
อาการรุนแรง 44,821 ราย
รักษาหายแล้ว 1,857,576 ราย
เสียชีวิต 316,671 ราย

ประเทศไทยอยู่ในอันดับที่ 70 จำนวน 3,031 ราย

Cr.ศูนย์ข้อมูลCOVID19 ",0,1,243
nop_idea,2020-05-18 12:43:42,"AเสนอการควบคุมCOVID-19 เพื่อการปลดล็อคประเทศดังนี้ครับ
1.การให้ความรู้ในการป้องกันเชื้อCOVID-19แก่ประชาชนทั่วไป จัดรายการตอบคำถามข้อสงสัยแก่ประชาชน และการให้ความรู้เชิงลึกแก่กลุ่มเสี่ยง  เช่นการใช้แอลกอฮอล์น้ำจะสามารถฆ่าเชื้อได้ดีกว่าการการใชัแอลกอฮอล์แบบเจล",0,0,1
Traffic_1197,2020-05-18 12:38:05,"รายงานสถานการณ์ผู้ติดเชื้อ #COVID19 ในประเทศอาเซียน
ณ วันที่ 18 พ.ค. 63
⏰เวลา 16.00 น.
.
.
ที่มา : ศูนย์ข้อมูล COVID-19 ",0,1,14757
BrightWinWB,2020-05-18 12:37:07,"สถานการณ์ covid แบบนี้ ช่วยกันงับๆ
#เพราะเรารีแอคกับสารวัตร #MercixBright",1,1,213
innwhy31,2020-05-18 12:32:26,"ไทยประกันชีวิต ร่วมเติมสิ่งของอุปโภคบริโภค“ตู้ปันน้ำใจ” สู้ภัยโควิด-19 
#COVID_19 #ไทยประกันชีวิต #ตู้ปันน้ำใจ #อินวายINNWhy ",0,0,19
luckycherub,2020-05-18 12:32:26,COVID 19 นี่ก็เก็บไว้เล่าให้ลูกหลานฟังได้เลยนะ ไม่คิดว่าจะถึงจุดนี้,0,0,149
Thailandplus1,2020-05-18 12:28:17,กทท. เร่งเยียวยาผู้เช่าทรัพย์สิน กทท. จากผลกระทบ COVID-19 ,0,0,92
innwhy31,2020-05-18 12:26:39,"ไทยสมุทร ชวนคนไทยใช้ OCHI COIN แลกเป็นเงินบริจาคสู้วิกฤต COVID-19 
#โควิด_19 #ไทยสมุทรประกันชีวิต #OCHICOIN #อินวายINNWhy ",0,0,19
jochakorn1,2020-05-18 12:25:57,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม เปิดโครงการ อว.สร้างงานระยะที่ 2 จ้างงาน 4 หมื่นต่ำแหน่ง ไม่จำกัดวุฒิการศึกษา อายุ และประสบการณ์ ช่วยประชาชนที่ได้รับผลกระทบจาก COVID-19 ,0,0,113
kukikuki45,2020-05-18 12:24:33," กำลังแพคคะ สนใจ DM ชื่อที่อยู่ เบอร์โทรทิ้งไว้เลยคะ

 Hero Pro 390฿ (2กล่อง 750) พร้อมส่ง ค่าส่งแฟลชเหมาจ่าย+ปลายทาง40฿ (จำกัดไม่เกิน 5 กล่อง)

 ตัวนี้ที่จุ๋ย-พุฒิ เอาไป บริจาค รพ.คะ

#โควิด19 #Covid_19
#หน้ากากอนามัย
#หน้ากากอนามัยพร้อมส่ง
#หน้ากากอนามัยเก็บเงินปลายทาง ",0,0,118
pai_pyu,2020-05-18 12:20:33,สุดท้ายนี้ปจ.ของเราจบลงด้วยดี อาจจะใช้เวลาค่อนข้างนาน แต่ก็เพราะรอของด้วย ขอบคุณวินดึทุกๆคนมากๆนะคะ บอกตรงๆเลยว่าเกินกว่าที่เราคิดไว้มากๆๆค่ะ goal ของเราตอนแรกๆเลยที่คิดช่วงตอนไฟป่าที่ภาคเหนือจนมาช่วยเรื่อง covid-19 หรือต่างๆ คือ1.อยากช่วย 2.อยากให้คนรู้จัก KIM JAEHWAN มากขึ้น,1,1,305
Armi_kiss,2020-05-18 12:19:45,covidคนจริงๆแหละ,0,0,3416
Noon_Afternoon,2020-05-18 12:15:44,ตั้งแต่มี covid หน่วยงานต่างๆนี่ได้เก็บข้อมูลผู้ใช้ไปเยอะเลยนะะะ  ไม่ว่าจะเป็นห้างที่ตอนนี้ต้องเช็คอินเข้าออก แบบจำเป็นต้องทำ  อิ BTS ตะกี้ก้ต้องกรอกว่าบ้านอยู่ไหน ที่ทำงานอยู่ไหน  ก็คือถ้าคิดจะเอาข้แมูลไปใช้ประโยชน์กะธุรกิจตัวหล่ะก้น่าจะพอเอาไปใช้ได้อยู่ ,0,0,2219
__99106_,2020-05-18 12:14:11,อ.โอมสนใจจีนกับอาเซียนตั้งแต่เมื่อไหร่วะ หรือเพราะเป็น COVID-19 นุไม่เข้าใจ ‍♀️ ,0,0,5
13Knka,2020-05-18 12:14:01,แต่ว่าในช่วงที่เค้าไปนั้นก็คือช่วงเวลาก่อน 7 วันที่มีรายงานยืนยันออกมาเป็นทางการว่าพบผู้ติดเชื้อ covid-19 นะคะ,0,0,8
kun_purich,2020-05-18 12:12:59,"การเฝ้าดูการทดลองของมนุษย์ในระยะแรกของ Moderna อย่างใกล้ชิดสำหรับวัคซีน Coronavirus ผลิตแอนติบอดี Covid-19 ในผู้เข้าร่วมทั้งหมด 45 คน
",4,18,25844
creativeoneday,2020-05-18 12:12:31,บางที covid ก็มีข้อดีนะ ทั้งมลพิษที่น้อยลง รถก็ติดน้อยลง และตอนนี้ก็กลับมาติดอีกแล้ว ติดทั้งรถติดทั้งโรค ,0,0,2
brandinsideasia,2020-05-18 12:12:08,116 ประเทศหนุน ออสเตรเลีย ยุโรปและพันธมิตร ใช้ทีมสืบสวนอิสระ หาต้นตอ COVID-19 ,20,19,23092
hbtaehbtae,2020-05-18 12:11:36,@redtestwine ผมหมายถึง ,0,1,381
gypsomarten,2020-05-18 12:11:13,อีกอย่างนึงที่อยากให้ทุกคนรู้กันคือ CPTPP บังคับให้รัฐคุ้มครองการลงทุนของนักลงทุนต่างชาติ แล้วในสถานการณ์ที่มีโรคระบาดอย่าง covid-19 เนี่ย มันมีความเป็นไปได้สูงมาก ๆ ที่นโยบายยับยั้งการระบาดของโรคจะละเมิดความคุ้มครองของนักลงทุน และอาจทำให้บริษัทเอกชนฟ้องร้องรัฐได้ #NoCPTPP,11,1,1002
BangkokMatching,2020-05-18 12:07:55,"อากาศ 10 องศา ตอนกลางวัน คนเลยออกมานั่ง hang out กินกาแฟหน้าร้าน กลาง stockholm 
หากลัว covid จ่ะ ",0,1,10755
naviya16419838,2020-05-18 12:05:26,หลังปลดล็อค covid-19 ทริปกาญฯก็มา 17-18/5/63 แน่นอน ไปกาญก็นึกถึงแม่น้ำ แควน้อย แควใหญ่ และอีกหนึ่งสถานที่ อ.ไทรโยคใหญ่ ที่บรรยากาศดี ห้องพักสวย และโปรแกรมล่องแพ#เดอะ ฟอร์ เรสท์  รีสอร์ท ,1,2,5
healthcom_swu,2020-05-18 12:02:42,"[COVID-19 World Ranking]
สถิติผู้ติดเชื้อไวรัส COVID-19 10 อันดับของโลก
วันที่ 10 พฤษภาคม 2563 เวลา 17.35 น.

-ยอดผู้ติดเชื้อรวม 4,820,356 ราย
-รักษาหายแล้ว 1,864,473 ราย
-เสียชีวิต 316,970 ราย
-ผู้ติดเชื้อปัจจุบัน 2,638,913 ราย

#COVID19 #Covid_19
#สวูสู้โควิด #โควิด19 ",0,0,163
TEAA_thElephant,2020-05-18 12:01:02,"สรุปยอดเงินรวมบริจาคประจำวันที่ 18พฤษภาคม 2563 
- เงินบริจาคคงเหลือในบัญชี
- ยอดเงินรวมที่รับบริจาคมาทั้งหมด (เริ่มเมื่อวันที่ 26มีนาคม 2563)

ขอบคุณผู้บริจาคทุกท่านที่สนับสนุน ""โครงการร่วมด้วยช่วยช้างฝ่าวิกฤตCOVID-19""

#เราจะช่วยช้างไปด้วยกัน
#ช่วยช้างถึงช้าง 
#FromHandsToTrunks ",1,0,84
chaporkit_,2020-05-18 11:59:45,"⚡️ Pre ⚡️

MKIT WON - T-shirt by BLOO &amp; NAFLA 

1,250 บาท / ตัว ( รวมภาษีแล้วเก็บรอบเดียว) 

มี 3 แบบ ตามภาพ

 ปิดพรีพรุ่งนี้ 11 โมง 

 ทางเว็บเปิดขายแค่ 24 ชม. รายได้นำไปช่วยเหลือผู้ประสบปัญหาเกี่ยวกับ COVID-19 ค่า

สนใจทักเดมค่า 

#ตลาดนัดMKITRAIN #BLOO #NAFLA #MKITRAIN ",0,2,440
Thailandplus1,2020-05-18 11:56:02,มว.ประดิษฐ์เครื่องฆ่าเชื้อด้วยรังสี UVC นวัตกรรมจากเทคโนโลยีมาตรวิทยา ลดความเสี่ยงติดเชื้อ COVID-19 ให้แก่บุคลากรทางการแพทย์ ,0,0,92
ttraisuree,2020-05-18 11:54:07,"วันนี้มีผู้ติดเชื้อรายใหม่ 3 ราย เพราะใกล้ชิดกับผู้ติดเชื้อรายที่ผ่านมา ดังนั้น ตั้งการ์ดให้มั่นนะคะ

.
.

รายงานข่าวกรณีโรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19)
ประจำวันที่ 18 พฤษภาคม 2563 ",0,0,105
aonaha,2020-05-18 11:53:24,ผู้นำจีนย้ำพร้อมจะแชร์วัคซีนป้องกันโรค #COVID_19 ไปทั่วโลก ,0,0,919
ohmohm,2020-05-18 11:53:10,ดูท่าทาง บัตรเครดิต คงเปลี่ยนจากการทำตลาดแนวๆ “ไลฟ์สไตล์ ชิม ช้อป เที่ยว” มาเป็นสินค้าจำเป็น ประกัน กองทุน มากขึ้น  ,0,0,3196
HiaChai,2020-05-18 11:53:01,"COVID-19 ฉุดจีดีพีไทย ไตรมาสเเรกหดตัว -1.8% “สภาพัฒน์” หั่นเป้าทั้งปีติดลบ 5-6%

",0,1,930
unoonRriya,2020-05-18 11:52:30,Covid ซาไม่พออาทิตย์เลยคนไข้มาเหมือนสึนามิเลย,0,0,620
Mission2MoonTH,2020-05-18 11:51:38,เมื่อเปรียบเทียบสองวิกฤตการณ์ที่เกิดขึ้น การที่ Warren Buffett เลือกที่จะขายหุ้น Goldman Sachs ในครั้งนี้หมายความว่า วิกฤตการณ์ Covid-19 นั้นหนักกว่าวิกฤตการณ์ซับไพรม์หลายเท่า (6/6),2,5,6215
RyuAchirawish99,2020-05-18 11:47:27,เวลานี้บอกแบบไม่อายเลยว่าค่อนข้างที่จะเครียดจนบางครั้งอยากจะร้องไห้ เนื่องจากโดยปกตินิสัยแล้วเป็นคนที่หากไม่มีเหตุสุดวิสัยหรือจำเป็นจริงๆจะไม่ บอกปฏิเสธให้บริการลูกค้า แต่ช่วงเวลานี้มีความจำเป็นจริงๆครับจากสถานการณ์ Covid-19 ที่เกิดขึ้น,0,4,784
teeramon,2020-05-18 11:47:26,วิกฤติ Covid – 19 กับความเหลื่อมล้ำทางการศึกษา ฤาเพียงวาทกรรมซ้ำซาก “ปิดโรงเรียน! เปิดประตูสู่ความรุนแรงต่อเด็กและผู้หญิง?” ,0,0,604
probpaweephat,2020-05-18 11:47:23,นี่คือสำลักน้ำลาย แต่ฉันไม่กล้าไอบนบีทีเอสค่ะ กลัวเค้าหาว่าฉันเป็น Covid ,0,1,126
aonaha,2020-05-18 11:36:17,จีนเตรียมจัดสรรงบประมาณเพิ่มเติม 2 พันล้านดอลลาร์สู้  COVID - 19 #forex #china #CNY #ไวรัสโคโรน่าสายพันธุ์ใหม่2019 ,0,0,919
SOA_SPU,2020-05-18 11:33:31,"สาขาการออกแบบภายใน สถาปัตย์
การออกแบบ Mood Furniture 
ผลงานดีๆ นักศึกษาชั้นปีที่ 1 สร้างสรรค์ในช่วงสถานการณ์ COVID-19 

สมัครเรียน 
#มหาวิทยาลัยศรีปทุม
#SripatumUniversity #SPU #TCAS63 #Dek63 #สถาปัตย์ #pat4 #ติวสถาปัตย์ #เด็กซิ่ว #เด็ก63 #เรียนออนไลน์ ",1,1,29
